R1,R2,R3,R4,marker
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
RED,RED,RED,RED,6
RED,RED,RED,RED,6
RED,RED,YELLOW,RED,6
RED,RED,RED,RED,6
RED,RED,RED,RED,6
RED,RED,RED,RED,6
YELLOW,GREEN,YELLOW,YELLOW,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
RED,RED,RED,RED,6
RED,RED,RED,RED,6
RED,RED,RED,RED,6
RED,YELLOW,RED,RED,6
RED,YELLOW,YELLOW,RED,6
YELLOW,YELLOW,YELLOW,RED,6
RED,RED,RED,YELLOW,6
GREEN,GREEN,GREEN,YELLOW,6
GREEN,GREEN,GREEN,YELLOW,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,GREEN,6
GREEN,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,YELLOW,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,5
GREEN,GREEN,YELLOW,RED,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,5
YELLOW,YELLOW,RED,RED,5
YELLOW,GREEN,YELLOW,RED,5
YELLOW,GREEN,YELLOW,YELLOW,5
YELLOW,GREEN,YELLOW,YELLOW,5
YELLOW,GREEN,YELLOW,YELLOW,5
GREEN,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,YELLOW,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
RED,RED,YELLOW,RED,5
GREEN,GREEN,YELLOW,YELLOW,5
YELLOW,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,5
GREEN,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,YELLOW,YELLOW,5
GREEN,GREEN,YELLOW,YELLOW,5
GREEN,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,YELLOW,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
RED,YELLOW,YELLOW,RED,5
YELLOW,YELLOW,YELLOW,RED,5
GREEN,GREEN,YELLOW,RED,5
GREEN,GREEN,YELLOW,YELLOW,5
GREEN,GREEN,YELLOW,YELLOW,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
YELLOW,RED,YELLOW,YELLOW,5
RED,RED,RED,YELLOW,5
YELLOW,RED,YELLOW,YELLOW,5
YELLOW,YELLOW,YELLOW,YELLOW,5
GREEN,YELLOW,YELLOW,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,5
RED,RED,RED,RED,5
YELLOW,GREEN,GREEN,YELLOW,5
YELLOW,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
GREEN,GREEN,GREEN,GREEN,5
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,YELLOW,RED,RED,4
YELLOW,YELLOW,YELLOW,RED,4
YELLOW,GREEN,YELLOW,RED,4
YELLOW,GREEN,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
RED,RED,RED,RED,4
YELLOW,GREEN,YELLOW,RED,4
YELLOW,GREEN,YELLOW,RED,4
YELLOW,GREEN,YELLOW,RED,4
YELLOW,GREEN,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,YELLOW,4
YELLOW,YELLOW,YELLOW,GREEN,4
YELLOW,YELLOW,YELLOW,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
YELLOW,YELLOW,YELLOW,RED,4
YELLOW,YELLOW,YELLOW,GREEN,4
GREEN,YELLOW,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
GREEN,GREEN,GREEN,RED,4
GREEN,GREEN,GREEN,GREEN,4
YELLOW,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
YELLOW,YELLOW,YELLOW,YELLOW,4
GREEN,YELLOW,GREEN,GREEN,4
GREEN,YELLOW,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
YELLOW,GREEN,YELLOW,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
YELLOW,YELLOW,YELLOW,RED,4
YELLOW,GREEN,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
YELLOW,YELLOW,YELLOW,YELLOW,4
GREEN,GREEN,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
YELLOW,RED,RED,RED,4
RED,RED,YELLOW,RED,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,YELLOW,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,YELLOW,4
YELLOW,RED,RED,YELLOW,4
YELLOW,YELLOW,YELLOW,GREEN,4
YELLOW,YELLOW,YELLOW,GREEN,4
GREEN,YELLOW,YELLOW,GREEN,4
GREEN,YELLOW,GREEN,GREEN,4
GREEN,YELLOW,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
YELLOW,YELLOW,GREEN,YELLOW,4
YELLOW,YELLOW,YELLOW,YELLOW,4
YELLOW,YELLOW,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,YELLOW,YELLOW,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,3
YELLOW,RED,RED,YELLOW,3
GREEN,YELLOW,YELLOW,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
RED,RED,RED,RED,3
YELLOW,RED,RED,RED,3
YELLOW,RED,RED,RED,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,YELLOW,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
YELLOW,RED,RED,RED,3
YELLOW,RED,RED,RED,3
YELLOW,RED,RED,RED,3
YELLOW,RED,RED,RED,3
YELLOW,RED,RED,RED,3
RED,RED,RED,RED,3
GREEN,GREEN,GREEN,YELLOW,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
YELLOW,YELLOW,YELLOW,YELLOW,3
YELLOW,YELLOW,YELLOW,YELLOW,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,GREEN,GREEN,GREEN,2
YELLOW,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,RED,RED,RED,2
YELLOW,RED,RED,RED,2
RED,RED,RED,RED,2
YELLOW,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,YELLOW,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,RED,RED,RED,2
YELLOW,RED,RED,RED,2
YELLOW,RED,RED,RED,2
RED,RED,RED,RED,2
YELLOW,RED,RED,RED,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,1
RED,RED,RED,RED,1
YELLOW,YELLOW,YELLOW,YELLOW,1
